,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
10,umoQ-vYcaPUnxXfs-bVH-Q,borneo-tampere,Borneo,https://s3-media1.fl.yelpcdn.com/bphoto/NCnw7NDouVGX21t8Fc4abw/o.jpg,False,https://www.yelp.com/biz/borneo-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,7,"[{'alias': 'malaysian', 'title': 'Malaysian'}]",4.5,[],€€,358453401722.0,+358 45 3401722,37350.05725178868,61.500789600000004,23.778430899999996,Ilmarinkatu 8,,,Tampere,33100.0,FI,11.0,"['Ilmarinkatu 8', '33100 Tampere', 'Finland']"
11,4mU7CGrB-8klUlpnETDdDg,ravintola-näsinneula-tampere,Ravintola Näsinneula,https://s3-media2.fl.yelpcdn.com/bphoto/aGl3Wvf6po7CsYHILx1Hgw/o.jpg,False,https://www.yelp.com/biz/ravintola-n%C3%A4sinneula-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,5,"[{'alias': 'scandinavian', 'title': 'Scandinavian'}]",5.0,[],€€€€,,,38085.0268456069,61.504974299226596,23.7433715694455,Laiturikatu 1,,,Tampere,33230.0,FI,11.0,"['Laiturikatu 1', '33230 Tampere', 'Finland']"
12,Knkkw-BMGx9GcSzXmfRluw,kahvila-ravintola-rantakelo-laitikkala,Kahvila-Ravintola Rantakelo,https://s3-media2.fl.yelpcdn.com/bphoto/UMe9wDDe8Bk30xHzVcynTA/o.jpg,False,https://www.yelp.com/biz/kahvila-ravintola-rantakelo-laitikkala?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",1.0,[],,35835381093.0,+358 3 5381093,28202.272599445703,61.275409700000004,24.344030399999998,Parvoonranta 10,,,Laitikkala,36660.0,FI,11.0,"['Parvoonranta 10', '36660 Laitikkala', 'Finland']"
13,RDnsyoX__B8V030YqVoz8w,dabbal-tampere,Dabbal,https://s3-media2.fl.yelpcdn.com/bphoto/8AFtqtH6rEIVE9aBDOOArA/o.jpg,False,https://www.yelp.com/biz/dabbal-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]",5.0,[],€,358407311004.0,+358 40 7311004,37005.126164656016,61.4975835,23.7794895,Yliopistonkatu 44,Lapland Hotel Tampere,,Tampere,33870.0,FI,11.0,"['Yliopistonkatu 44', 'Lapland Hotel Tampere', '33870 Tampere', 'Finland']"
14,TT2q5lR8x-IKZQh-S3g1yQ,bai-wei-tampere,Bai Wei,https://s3-media4.fl.yelpcdn.com/bphoto/BdoCnPOZHtD9lTMAYIUNuQ/o.jpg,False,https://www.yelp.com/biz/bai-wei-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,[],€,35833170720.0,+358 3 3170720,31549.883789633397,61.451030700000004,23.851430899999997,Pietilänkatu 2,,,Tampere,33720.0,FI,11.0,"['Pietilänkatu 2', '33720 Tampere', 'Finland']"
15,cJ0c_pI88SnKBEKPgPK9lA,ravintola-verka-hämeenlinna,Ravintola Verka,https://s3-media3.fl.yelpcdn.com/bphoto/Hg6diUTzrbwfaGFx4yCJng/o.jpg,False,https://www.yelp.com/biz/ravintola-verka-h%C3%A4meenlinna?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,[],,358505136660.0,+358 50 5136660,37780.328064844056,60.9984010641403,24.4765518028692,Viipurintie 4,,,Hämeenlinna,13200.0,FI,6.0,"['Viipurintie 4', '13200 Hämeenlinna', 'Finland']"
16,v8OfvJWeqpa2I4YBAUIwqg,vehoniemen-automuseo-kangasala,Vehoniemen Automuseo,https://s3-media1.fl.yelpcdn.com/bphoto/ZrU8wUk1G2yi58A2ri_Phg/o.jpg,False,https://www.yelp.com/biz/vehoniemen-automuseo-kangasala?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'museums', 'title': 'Museums'}]",4.0,[],,35833767795.0,+358 3 3767795,30929.526500334458,61.408370999999995,24.1576595,Vehoniemenharjuntie 92,,,Kangasala,36570.0,FI,11.0,"['Vehoniemenharjuntie 92', '36570 Kangasala', 'Finland']"
17,kiAANXvf8bensJ5YkbbK8Q,heval-tampere,Heval,https://s3-media3.fl.yelpcdn.com/bphoto/DuF0vPSermO7etPqfSjvqg/o.jpg,False,https://www.yelp.com/biz/heval-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.0,[],€,358409001059.0,+358 40 9001059,30492.76723179822,61.441711399999996,23.8518009,Arkkitehdinkatu 9-11,,,Tampere,33720.0,FI,11.0,"['Arkkitehdinkatu 9-11', '33720 Tampere', 'Finland']"
18,RmZYR7r-Jb2gyBOop4TgwQ,motorcafe-suviranta-turenki,Motorcafe Suviranta,https://s3-media2.fl.yelpcdn.com/bphoto/ksiLmC3kyW7hM9-dKXNp-g/o.jpg,False,https://www.yelp.com/biz/motorcafe-suviranta-turenki?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",5.0,[],,358505559181.0,+358 50 5559181,48997.89262788151,60.9200702056777,24.620200555704198,Turengintie 31,,,Turenki,14200.0,FI,1.0,"['Turengintie 31', '14200 Turenki', 'Finland']"
19,F6ct7OtGO3fjJrlVfZD4kg,café-pispala-tampere-2,Café Pispala,https://s3-media4.fl.yelpcdn.com/bphoto/u-EBo70S1MHVHSQDcg-aJw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-pispala-tampere-2?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,6,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,[],€€€,358407011603.0,+358 40 7011603,37998.981288989846,61.50151999999999,23.71509,Pispankatu 30,,,Tampere,33240.0,FI,11.0,"['Pispankatu 30', '33240 Tampere', 'Finland']"
20,qVQcBAoZJFGGb0ObkPHvNQ,tiiliholvi-tampere,Tiiliholvi,https://s3-media4.fl.yelpcdn.com/bphoto/G1-0BlxcT4vHSET-grj1LQ/o.jpg,False,https://www.yelp.com/biz/tiiliholvi-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,5,"[{'alias': 'modern_european', 'title': 'Modern European'}]",5.0,[],€€€,358207669061.0,+358 20 7669061,37220.385990164425,61.49815,23.75573,Kauppakatu 10,,,Tampere,33210.0,FI,11.0,"['Kauppakatu 10', '33210 Tampere', 'Finland']"
21,jbjwFAkp_mVEUiGbuEGsWQ,artturi-tampere,Ravintola Artturi,https://s3-media3.fl.yelpcdn.com/bphoto/-4NFgR8rLZnuNXTRfvgkGQ/o.jpg,False,https://www.yelp.com/biz/artturi-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'saunas', 'title': 'Saunas'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,[],€,358400848306.0,+358 40 0848306,37200.81888261603,61.497879000000005,23.7558098,Kauppakatu 9,,,TAMPERE,33200.0,FI,11.0,"['Kauppakatu 9', '33200 TAMPERE', 'Finland']"
22,JM2WTDv9FwMrqlZmoz1P3Q,inez-tampere,Inez,https://s3-media2.fl.yelpcdn.com/bphoto/fkLS5948-5n9F0jqCXTYQA/o.jpg,False,https://www.yelp.com/biz/inez-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,[],5.0,[],€€,35832255331.0,+358 3 2255331,37239.621972061264,61.499084834162396,23.766858942245197,Pellavatehtaankatu 19,,,Tampere,33100.0,FI,11.0,"['Pellavatehtaankatu 19', '33100 Tampere', 'Finland']"
23,DdmQuc2Z6mb2aesIDe3NeA,nomu-tampere,Nomu,https://s3-media1.fl.yelpcdn.com/bphoto/_VpF4Bav3yORzcX25WWizA/o.jpg,False,https://www.yelp.com/biz/nomu-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,7,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,[],€€,358453124965.0,+358 45 3124965,37272.56561252379,61.4996605,23.7705688,Kyttälänkatu 11,,,Tampere,33100.0,FI,11.0,"['Kyttälänkatu 11', '33100 Tampere', 'Finland']"
24,NT8CVFysGIyzLK1yusjkKA,pizzeria-napoli-tampere,Pizzeria Napoli,https://s3-media2.fl.yelpcdn.com/bphoto/G9upS1pypwN1rhOlxhAYzA/o.jpg,False,https://www.yelp.com/biz/pizzeria-napoli-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,19,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,[],€€,35832238887.0,+358 3 2238887,36996.961756862715,61.49683,23.769819299999998,Aleksanterinkatu 31,,,Tampere,33100.0,FI,11.0,"['Aleksanterinkatu 31', '33100 Tampere', 'Finland']"
25,fA8VlcMXE_zStfj_ITL_EQ,katmandu-tampere,Katmandu,https://s3-media2.fl.yelpcdn.com/bphoto/BaglUUA2gdf4yEWUvstGAA/o.jpg,False,https://www.yelp.com/biz/katmandu-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,7,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.5,[],€€,35832255163.0,+358 3 2255163,37472.796841741336,61.499759700000006,23.7520008,Satakunnankatu 29,,,Tampere,33210.0,FI,11.0,"['Satakunnankatu 29', '33210 Tampere', 'Finland']"
26,WqbPptiFPGFzPsfoVNCVkw,gastropub-soho-tampere,Gastropub Soho,https://s3-media2.fl.yelpcdn.com/bphoto/ZEd3Y4wOaLqKBwMPuVujMA/o.jpg,False,https://www.yelp.com/biz/gastropub-soho-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,4,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,[],€€,35832122336.0,+358 3 2122336,36936.326913278295,61.496410399999995,23.7711391,Otavalankatu 10,,,Tampere,33100.0,FI,11.0,"['Otavalankatu 10', '33100 Tampere', 'Finland']"
27,WyW9QVGp_3ZiLxOTw0ls_g,malabadi-tammela-tampere-2,Malabadi Tammela,https://s3-media3.fl.yelpcdn.com/bphoto/kspqWcOfTc7_U_huhxQO6Q/o.jpg,False,https://www.yelp.com/biz/malabadi-tammela-tampere-2?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'turkish', 'title': 'Turkish'}]",5.0,[],€€,,,37297.299286176276,61.5004266744291,23.779400363892,Tammelan puistokatu 26-28,,,Tampere,33100.0,FI,11.0,"['Tammelan puistokatu 26-28', '33100 Tampere', 'Finland']"
28,zHhuOaHC31em47Vd8Y0_Lg,4vuodenaikaa-pyynikki-tampere,4Vuodenaikaa Pyynikki,https://s3-media2.fl.yelpcdn.com/bphoto/9DCEajX67BpW4WMmLB3r-w/o.jpg,False,https://www.yelp.com/biz/4vuodenaikaa-pyynikki-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]",5.0,[],,358504009510.0,+358 50 4009510,36974.6732022247,61.49322090692839,23.7261738628149,Pyynikintie 25,,,Tampere,33230.0,FI,1.0,"['Pyynikintie 25', '33230 Tampere', 'Finland']"
29,CB4ygKAWqelIRBdfrUwqnw,herwood-tampere,Herwood,https://s3-media4.fl.yelpcdn.com/bphoto/EfLsfUaX8ELphv2yIlYwzQ/o.jpg,False,https://www.yelp.com/biz/herwood-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,[],,358103253880.0,+358 10 3253880,31751.3661461012,61.452830000000006,23.846510000000002,Opiskelijankatu 1,,,Tampere,33720.0,FI,11.0,"['Opiskelijankatu 1', '33720 Tampere', 'Finland']"
30,4hs5hu1H9LqHPUIOcQoMFQ,ravintola-4-vuodenaikaa-tampere,Ravintola 4 Vuodenaikaa,https://s3-media3.fl.yelpcdn.com/bphoto/bvVtnzIXkJ9Shgkxe3vh_w/o.jpg,False,https://www.yelp.com/biz/ravintola-4-vuodenaikaa-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,3,"[{'alias': 'modern_european', 'title': 'Modern European'}]",4.5,[],€€,35832124712.0,+358 3 2124712,37070.3811061137,61.4969,23.75856,Hämeenkatu 19,,,Tampere,33100.0,FI,11.0,"['Hämeenkatu 19', '33100 Tampere', 'Finland']"
31,gaBo11j5cYA9v7GqFVYGow,pepper-bar-ja-restaurant-ylöjärvi,Pepper Bar & Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/392KZHNoVnSqayoInlLang/o.jpg,False,https://www.yelp.com/biz/pepper-bar-ja-restaurant-yl%C3%B6j%C3%A4rvi?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.5,[],€€,358102925292.0,+358 10 2925292,44895.04604518542,61.54982579250711,23.595524802803997,Rantajätkäntie 2,,,Ylöjärvi,33470.0,FI,1.0,"['Rantajätkäntie 2', '33470 Ylöjärvi', 'Finland']"
32,CHT52GlhKS89DCvV0_1Dew,viikinkiravintola-harald-tampere-2,Viikinkiravintola Harald,https://s3-media2.fl.yelpcdn.com/bphoto/P73WvnjqdyJWBkW3mJX81A/o.jpg,False,https://www.yelp.com/biz/viikinkiravintola-harald-tampere-2?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,5,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,[],€€,358447668203.0,+358 44 7668203,37127.21683069937,61.49723050000001,23.757049600000002,Hämeenkatu 23,,,Tampere,33200.0,FI,11.0,"['Hämeenkatu 23', '33200 Tampere', 'Finland']"
33,QVkt0v0Hehwly_5M7rSICA,sokerileipuri-suominen-hämeenlinna-2,Sokerileipuri Suominen,https://s3-media1.fl.yelpcdn.com/bphoto/pnEBjbB2E6U0IVfFiCuicQ/o.jpg,False,https://www.yelp.com/biz/sokerileipuri-suominen-h%C3%A4meenlinna-2?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,[],,358407792192.0,+358 40 7792192,37431.03803329627,60.9956512,24.466800699999997,Raatihuoneenkatu 13,,,Hämeenlinna,13210.0,FI,6.0,"['Raatihuoneenkatu 13', '13210 Hämeenlinna', 'Finland']"
34,8cDclODUr0LIRkW27rdBHQ,malabadi-tampere,Malabadi,https://s3-media2.fl.yelpcdn.com/bphoto/Ig3dZOIH1a6HBHrRIrK0Qw/o.jpg,False,https://www.yelp.com/biz/malabadi-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'turkish', 'title': 'Turkish'}]",3.0,[],€,35833183360.0,+358 3 3183360,31515.829981590567,61.45109179999999,23.8477802,Lindforsinkatu 2,,,Tampere,33720.0,FI,11.0,"['Lindforsinkatu 2', '33720 Tampere', 'Finland']"
35,EOFGokkKYQ7duFFaTefq1g,ravitsemisliike-aisti-tampere,Ravitsemisliike Aisti,https://s3-media1.fl.yelpcdn.com/bphoto/56EgU3GJiVbw1dGyl0ITBA/o.jpg,False,https://www.yelp.com/biz/ravitsemisliike-aisti-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,2,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,[],€€,35832232040.0,+358 3 2232040,37021.269553531296,61.49568000000001,23.751620000000003,Hallituskatu 19,,,Tampere,33200.0,FI,11.0,"['Hallituskatu 19', '33200 Tampere', 'Finland']"
36,ASogGqDD9udfJsaUoiIENA,stefans-steakhouse-tampere,Stefan's Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/pmO9M-pdxudXv2Lzyk058g/o.jpg,False,https://www.yelp.com/biz/stefans-steakhouse-tampere?adjust_creative=2FzIZS-WZ5o1pc6DlxqwVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2FzIZS-WZ5o1pc6DlxqwVw,4,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,[],€€€,358104233240.0,+358 10 4233240,36893.96316117778,61.4955292,23.762300500000002,Kehräsaari,,,Tampere,33200.0,FI,11.0,"['Kehräsaari', '33200 Tampere', 'Finland']"
